ID,Event Title,Date,Location,Nearest City/Junction,Event Happened?,Suicide Attack?,In Baseline?,In CPOST?,CPOST ID,CPOST Criteria,CPOST Criteria - WHY?,CPOST Date,Cpost Date - Discrepancy,CPOST - Location,CPOST Location - Discrepancy,In GTD?,GTD ID,GTD Link,GTD File,GTD Criteria,GTD Criteria - WHY?,GTD Date,GTD Date - Discrepancy,GTD Location,GTD Location - Vicinity,GTD Location - Discrepancy,Notes
91,Jerusalem Mahane Yehuda Market Attack,4/12/2002,"Entrance to Mahne Yehuda Market, Jaffa Road, Jerusalem",Jerusalem,YES,YES,Yes,YES,1312591129,YES,,4/12/2002,CORRECT,Jerusalem (West),CORRECT,YES,200204120005,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200204120005,2002-04-12.pdf (https://dl.airtable.com/veqCbjCLRVGXOBfxWsTS_2002-04-12.pdf),YES,,4/12/2002,CORRECT,Jerusalem,,CORRECT,
230,"Checkpoint Near Kissufim, Gaza Strip Car Bomb",4/19/2002,"IDF Checkpoint, Near Kissufim, Gaza Strip",Kissufim,YES,YES,Yes,YES,-672954563,YES,,4/19/2002,CORRECT,Gush Katif (S),AREA,YES,200204190001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200204190001,2002-04-19.pdf (https://dl.airtable.com/Ar7c8SCTbmuRSsNmF1iL_2002-04-19.pdf),YES,,4/19/2002,CORRECT,Qatif,checked,AREA,
231,IDF Roadblock Near Qalqilya Bombing,4/20/2002,"IDF Checkpoint, Near Qalqilya, West Bank",Qalqilya,YES,YES,Yes,YES,1232755489,YES,,4/20/2002,CORRECT,Qaqilyah,AREA,NO,,,,,,,,,,,
322,"Netzarim Failed Attack, Gaza Strip",4/22/2002,"Netzarim, Gaza Strip",Netzarim,YES,PROBABLY,NO,NO,,,,,,,,YES,200204220001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200204220001,2002-04-22.pdf (https://dl.airtable.com/mYXuKlKSQ2L3oSThEdUD_2002-04-22.pdf),YES,,4/22/2002,CORRECT,Netzarim,,CORRECT,Correct date is 23 April
92,Rishon LeZion Sheffield Club Bombing,5/7/2002,"Sheffield Club, Rishon LeZion",Rishon LeZion,YES,YES,Yes,YES,-871205190,YES,,5/7/2002,CORRECT,Rishon Le Zion,CORRECT,YES,200205070008,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200205070008,2002-05-07.pdf (https://dl.airtable.com/sPFRFkFrRek1tfNOuKu5_2002-05-07.pdf),YES,,5/7/2002,CORRECT,Rishon le Zion,,CORRECT,
365,Megido Junction Bus Stop Failed Bombing,5/8/2002,"Bus Stop, Megido Junction",Megiddo,YES,YES,Yes,NO,,,,,,,,NO,,,,,,,,,,,
93,GTD Dual Coding - Netanya Market Bombing,5/19/2002,Netanya,Netanya,YES,DUPLICATE,NO,NO,,,,,,,,DUPLICATE,200205200004,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200205200004,2002-05-20 (true).pdf (https://dl.airtable.com/xb1hwF4pTWapxezebafn_2002-05-20%20(true).pdf),DUPLICATE,,5/20/2002,INCORRECT+DUPLICATE,Netanya,,CORRECT+DUPLICATE,"In GTD: another event, same date, coded as 20 fatalities (and date coded 20 May)"
175,Netanya Market Bombing,5/19/2002,"City Market, Netanya",Netanya,YES,YES,Yes,YES,-1487593365,YES,,5/19/2002,CORRECT,Natanya,CORRECT,YES,200205190005,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200205190005,2002-05-20 (false).pdf (https://dl.airtable.com/dWW0snXWSDuKZYR1kZ9m_2002-05-20%20(false).pdf),YES,,5/19/2002,CORRECT,Netanya,,CORRECT,
178,CPOST Dual Coding - Afula Bus Station Bombing,5/20/2002,"Bus Station, Road 675, Near Afula",Afula,YES,DUPLICATE,NO,DUPLICATE,1207820194,DUPLICATE,,5/20/2002,DUPLICATE,Afula,AREA+DUPLICATE,NO,,,,,,,,,,,
94,Afula Bus Station Bombing,5/20/2002,"Bus Station, Road 675, Near Afula",Afula,YES,YES,Yes,YES,-253414857,YES,,5/20/2002,CORRECT,Afula,AREA,YES,200205200005,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200205200005,2002-05-20 (Ti'anik).pdf (https://dl.airtable.com/70FbLXccSCqy6GdBKCa9_2002-05-20%20(Ti'anik).pdf),YES,,5/20/2002,CORRECT,Ti'anik,,INCORRECT,"In CPOST: coded TWICE. In GTD: location coded ""Ti'anik"""
95,Rishon LeZion Rothschild Street Bombing,5/22/2002,"Rothschild St., Rishon LeZion",Rishon LeZion,YES,YES,Yes,YES,-508325834,YES,,5/22/2002,CORRECT,Rishon Le Zion,CORRECT,YES,200205220001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200205220001,2002-05-22.pdf (https://dl.airtable.com/xEvy1WL4QMKI7vRtwe2l_2002-05-22.pdf),YES,,5/22/2002,CORRECT,Rishon le Zion,,CORRECT,
96,Pi Glilot Failed Bombing,5/23/2002,North of Tel Aviv,Tel Aviv,YES,NO,NO,NO,,,,,,,,NOT SUICIDE,200205230001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200205230001,2002-05-23.pdf (https://dl.airtable.com/PrPyFMMROay4H8FrADJQ_2002-05-23.pdf),,,,,Near Tel Aviv; The incident occurred in the Gelilot depot just north of the city,checked,,
97,Tel Aviv Studio 49 Disco Bombing,5/24/2002,Tel Aviv,Tel Aviv,YES,PROBABLY,Yes,NO,,,,,,,,YES,200205240001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200205240001,2002-05-24.pdf (https://dl.airtable.com/GKFtvnb8RL6xt1HiL9qe_2002-05-24.pdf),YES,,5/24/2002,CORRECT,Tel Aviv,,CORRECT,
323,Arrest of Terrorist in Jenin,5/25/2002,"Jenin, West Bank",Jenin,YES,ATTACK AVERTED,NO,NO,,,,,,,,YES,200205250002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200205250002,2002-05-25.pdf (https://dl.airtable.com/VhdMmO5Q0GCHtQL7UzPA_2002-05-25.pdf),YES,,5/25/2002,CORRECT,Near Jenin; The incident occurred on a road linking the towns of Jenin and Nablus,checked,CORRECT,
98,Petah Tikva Mall Bombing,5/27/2002,"HaMoshava Café, Gissin St., Petah Tikva",Petah Tikva,YES,YES,Yes,YES,774423434,YES,,5/27/2002,CORRECT,Peta Tikva,CORRECT,YES,200205270001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200205270001,2002-05-27.pdf (https://dl.airtable.com/2jby7N5YRveH8LVOF4OB_2002-05-27.pdf),YES,,5/27/2002,CORRECT,Petah Tiqwa,,CORRECT,
99,Megiddo Junction Bus 830 Bombing,6/5/2002,"Bus 830, Megiddo Junction, Near Afula",Megiddo,YES,YES,Yes,YES,386960798,YES,,6/5/2002,CORRECT,Megiddo,AREA,YES,200206050002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200206050002,2002-06-05.pdf (https://dl.airtable.com/ZMDFEceTzOjywzutY1CD_2002-06-05.pdf),YES,,6/5/2002,CORRECT,Megiddo,,AREA,
100,Herzliya Mifgash Jamil Shawarma Restaurant Bombing,6/11/2002,"Mifgash Jamil Restaurant, Sokolov St., Herzliya",Herzliya,YES,YES,Yes,YES,1628894604,YES,,6/11/2002,CORRECT,Herzliyya,CORRECT,YES,200206110001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200206110001,2002-06-11.pdf (https://dl.airtable.com/yoEaj8cKTjKJGcZzixQj_2002-06-11.pdf),YES,,6/11/2002,CORRECT,Herzliya Pituah,,AREA,
232,"Failed Bombing Near West Bank Barrier, Zemer ",6/17/2002,Marja (Zemer),Zemer,YES,YES,Yes,YES,152462574,YES,,6/17/2002,CORRECT,Bat Hefer (S),INCORRECT,YES,200206170004,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200206170004,2002-06-17.pdf (https://dl.airtable.com/UNcdMcV7ShSWxt38EVUt_2002-06-17.pdf),YES,,6/17/2002,CORRECT,Ayash Salem,,INCORRECT,In GTD: location coded Ayash Salem
101,Jerusalem Bus 32A Patt Junction Bombing,6/18/2002,"Bus 32A, Dov Yosef St., Near Patt Junction, Jerusalem",Jerusalem,YES,YES,Yes,YES,-1751714216,YES,,6/18/2002,CORRECT,Jerusalem (West),CORRECT,YES,200206170001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200206170001,2002-06-17.pdf (https://dl.airtable.com/o7M1uy84TYyxehfJq7vr_2002-06-17.pdf),YES,,6/17/2002,INCORRECT,Jerusalem,,CORRECT,In GTA: date coded 17 June
102,French Hill Junction Bus Stop Massacre,6/19/2002,"Bus Stop, French Hill Junction, Jerusalem",Jerusalem,YES,YES,Yes,YES,-770507804,YES,,6/19/2002,CORRECT,Jerusalem (West),JERUSALEM INCORRECT,YES,200206190001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200206190001,2002-06-19.pdf (https://dl.airtable.com/3IPxpKhRXCdknVECMHGp_2002-06-19.pdf),YES,,6/19/2002,CORRECT,Jerusalem (West Bank and Gaza Strip),,CORRECT,
103,Emmanuel Bus 189 Attack,7/16/2002,"Bus 189, Near Emmanuel, West Bank",Emmanuel,YES,NO,NO,NO,,,,,,,,NOT SUICIDE,200207160001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200207160001,2002-07-16.pdf (https://dl.airtable.com/F1gYG7FVTnq8bHicZqb9_2002-07-16.pdf),,,,,Near Emanuel,checked,,
104,Tel Aviv Neve Shaanan Street Bombing,7/17/2002,"Neve Sha'anan St., Tel Aviv",Tel Aviv,YES,YES,Yes,YES,833607745,YES,,7/17/2002,CORRECT,Tel Aviv,CORRECT,YES,200207170001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200207170001,2002-07-17.pdf (https://dl.airtable.com/4YIz2fODSxX1mEYGPKQZ_2002-07-17.pdf),YES,,7/17/2002,CORRECT,Tel Aviv,,CORRECT,
105,Jerusalem Yemenite Falafel Center Bombing,7/30/2002,"Yemenite Falafel Center, HaNevi’im Street, Jerusalem",Jerusalem,YES,YES,Yes,YES,251475941,YES,,7/30/2002,CORRECT,Jerusalem (West),CORRECT,YES,200207300003,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200207300003,2002-07-30.pdf (https://dl.airtable.com/e3e7s8N6SzM8tucZqjkm_2002-07-30.pdf),YES,,7/30/2002,CORRECT,Jerusalem,,CORRECT,
106,"Hebrew University Massacre, Jerusalem",7/31/2002,"Hebrew University, Jerusalem",Jerusalem,YES,NO,NO,NO,,,,,,,,YES,200208010009,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200208010009,2002-08-01.pdf (https://dl.airtable.com/U9lVkcffSid4xaJWu3Us_2002-08-01.pdf),NO,Not a suicide attack. The terrorist left the bomb and escaped.,8/1/2002,INCORRECT,Jerusalem,,CORRECT,In GTD: event coded suicide bombing; date coded 1 August
324,"Bus in Rafah Area Unverified Attack, Gaza Strip",8/1/2002,"Near Rafah, Gaza Strip",Rafah,NO,NO,NO,NO,,,,,,,,YES,200208010007,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200208010007,2002-08-01 (rafah).pdf (https://dl.airtable.com/oyoUdVR7QC6Uei5MPsaQ_2002-08-01%20(rafah).pdf),EVENT DID NOT HAPPEN,Could not verify event. Sole source cited by GTD is a terrorist organization's communiqué.,8/1/2002,EVENT DID NOT HAPPEN,Rafah,checked,EVENT DID NOT HAPPEN,
107,Meron Junction Bus 361 Attack,8/4/2002,"Bus 361, Meron Junction",Meron,YES,YES,Yes,YES,525259624,YES,,8/4/2002,CORRECT,Meron,AREA,NOT SUICIDE,200208040004,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200208040004,2002-08-04.pdf (https://dl.airtable.com/DMKU0ouaT8SdEcRF3Jhl_2002-08-04.pdf),,,8/4/2002,,Near Haifa; At Damascus gate,checked,,"In GTD: event coded as not suicide, location as ""Near Haifa"" and ""At Damascus Gate"""
349,Jerusalem Old City Damascus Gate Shooting,8/4/2002,"Damascus Gate, Jerusalem",Jerusalem,UNCLEAR,UNCLEAR,NO,NO,,,,,,,,YES,200208040003,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200208040003,2002-08-04.pdf (https://dl.airtable.com/L3FjVJMiSA60224VskMs_2002-08-04.pdf),NO,Could not verify event. Probably a conflation of two attacks – a suicide attack at Meron Junction and a shooting attack in the Old City of Jerusalem.,8/4/2002,CORRECT,Jerusalem,,CORRECT,"NOT bomb attack. Casualties NOT soldiers. Could not establish suicide attack. Another entry on http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200208040012
"
108,First Umm al-Fahm Junction Bombing,8/5/2002,"Umm al-Fahm Junction, Wadi Ara",Umm al-Fahm,YES,YES,Yes,YES,831418780,YES,,8/6/2002,INCORRECT,Umm Al-Fahm,AREA,YES,200208050004,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200208050004,2002-08-05.pdf (https://dl.airtable.com/W3nAKUkiSH6UrQtObAbg_2002-08-05.pdf),YES,,8/5/2002,CORRECT,Hadera,,INCORRECT,In CPOST: date coded 6 August. In GTD: location coded Hadera. MALAM: Date coded 6 August 
325,Har Bracha Settlement Attack,8/31/2002,"Har Bracha, West Bank",Har Bracha,YES,NO,NO,NO,,,,,,,,YES,200208310002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200208310002,2002-08-31.pdf (https://dl.airtable.com/qxUv3pcnQcKTPMwW3dyV_2002-08-31.pdf),NO,There is no evidence that this was a suicide attack attempt. Attacker tried to escape.,8/31/2002,CORRECT,Har Bracha,,CORRECT,
109,Second Umm al-Fahm Junction Bombing,9/18/2002,"Bus Stop, Umm al-Fahm Junction, Wadi Ara",Umm al-Fahm,YES,YES,Yes,YES,-473818992,YES,,9/18/2002,CORRECT,Umm Al-Fahm,AREA,YES,200209180001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200209180001,2002-09-18.pdf (https://dl.airtable.com/dDzPZaDWRspS1xnAi3U6_2002-09-18.pdf),YES,,9/18/2002,CORRECT,Umm al-Fahm,,AREA,
110,Tel Aviv Allenby Street Bus 4 Bombing,9/19/2002,"Bus 4, Near Great Synagogue, Allenby St., Tel Aviv",Tel Aviv,YES,YES,Yes,YES,-2101445564,YES,,9/19/2002,CORRECT,Tel Aviv,CORRECT,YES,200209190001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200209190001,2002-09-19.pdf (https://dl.airtable.com/BZPvyFq8T3msg8XmTYri_2002-09-19.pdf),YES,,9/19/2002,CORRECT,Tel Aviv,,CORRECT,Correct date is 19 September
111,Ramat Gan Bus 87 Bombing,10/10/2002,"Bus 87, Bus Stop at Bar-Ilan interchange, Geha road, Near Ramat Gan",Ramat Gan,YES,YES,Yes,YES,1432133882,YES,,10/10/2002,CORRECT,Ramat Gan,AREA,YES,200210100001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200210100001,2002-10-10.pdf (https://dl.airtable.com/0dpCZyUnQc2FbRwkDhp2_2002-10-10.pdf),YES,,10/10/2002,CORRECT,Tel Aviv,,INCORRECT,In GTD: location coded Tel Aviv
326,Tel Aviv Failed Attack Near US Embassy,10/11/2002,"Near US Embassy, Tel Aviv",Tel Aviv,YES,ATTACK AVERTED,Yes,NO,,,,,,,,YES,200210110002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200210110002,2002-10-11.pdf (https://dl.airtable.com/EVOqbvKzSbWmjrNGb5FB_2002-10-11.pdf),YES,,10/11/2002,CORRECT,Tel Aviv,,CORRECT,
112,Karkur Junction Bus 841 Suicide Bombing,10/21/2002,"Bus 841, Karkur Junction",Karkur,YES,YES,Yes,YES,277967774,YES,,10/21/2002,CORRECT,Hadera,INCORRECT,YES,200210220001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200210220001,2002-10-22.pdf (https://dl.airtable.com/UgSfNVLjTLiSBvJZi7AE_2002-10-22.pdf),YES,,10/22/2002,INCORRECT,Pardes Hanna,checked,CORRECT,In GTD: date coded 22 October
113,Ariel Gas Station Bombing,10/27/2002,"Ariel, West Bank",Ariel,YES,YES,Yes,YES,27,UNCLEAR,Bomb might have been detonated when a civilian shot the attacker.,10/27/2002,CORRECT,Ariel (S),CORRECT,YES,200210270001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200210270001,2002-10-27.pdf (https://dl.airtable.com/abd8vWV7QyicFIim5lGk_2002-10-27.pdf),,,10/27/2002,CORRECT,Ariel,checked,CORRECT,Explosion may have been caused by shooting at the terrorist
114,Kfar Sava Shopping Mall Bombing,11/4/2002,"Arim Shopping Mall, Corner of Katsnelson and Dov Hoz streets, Kfar Sava",Kfar Sava,YES,YES,Yes,YES,-2123020174,YES,,11/4/2002,CORRECT,Kefar Saba,CORRECT,YES,200211040006,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200211040006,2002-11-04.pdf (https://dl.airtable.com/zryVXtSGQmm2v7n34LlC_2002-11-04.pdf),YES,,11/4/2002,CORRECT,Kefar Sava,,CORRECT,
233,"IDF Checkpoint Bombing, West Bank",11/7/2002,"IDF Checkpoint, West Bank",,YES,UNCLEAR,NO,YES,606688099,UNCLEAR,It is unclear whether the attacker detonated the bomb himself or was it detonated as a result of soldiers shooting at him.,11/7/2002,CORRECT,Kedumim (S),AREA,NO,,,,,,,,,,,
234,Bombing Near Kibbutz Metzer,11/8/2002,Near Kibbutz Metzer,Metzer,YES,UNCLEAR,NO,YES,-1531544235,PROBABLY,,11/8/2002,CORRECT,Metzer,AREA,NO,,,,,,,,,,,Correct day should be 10 November
353,"Failed Attack Near Erez Crossing, Gaza Strip",11/11/2002,"Near Erez Crossing, Gaza Strip",Erez Checkpoint,YES,ATTACK AVERTED,Yes,NO,,,,,,,,NO,,,,,,,,,,,
115,Jerusalem Kiryat Menachem Bus 20 Bombing,11/21/2002,"Bus 20, Mexico St., Kiryat Menahem, Jerusalem",Jerusalem,YES,YES,Yes,YES,-1891794700,YES,,11/21/2002,CORRECT,Jerusalem (West),CORRECT,YES,200211210004,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200211210004,2002-11-21.pdf (https://dl.airtable.com/Ai6J1xcVSG899e26r9Ox_2002-11-21.pdf),YES,,11/21/2002,CORRECT,Jerusalem,,CORRECT,
235,Boat Bomb near Dugit,11/22/2002,"Near IDF Boat, At Sea, Near Dugit, Gaza Strip",Dugit,YES,PROBABLY,Yes,YES,969061469,UNCLEAR,It is unclear whether the boat exploded – was it because the two attackers detonated a bomb or was the explosion a result of the IDF boat firing at it?,11/22/2002,CORRECT,Dugit (S),AREA,YES,200211220001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200211220001,2002-11-22.pdf (https://dl.airtable.com/QfpUUi5Rz6QsqBu9YSP6_2002-11-22.pdf),PROBABLY,,11/22/2002,CORRECT,Erez; The incident took place off the Erez Crossing,,AREA,"In GTD: location coded ""Erez"""
236,"Failed Erez Crossing Car Bomb, Gaza Strip",11/27/2002,"Erez Crossing, Gaza Strip",Erez Checkpoint,YES,PROBABLY,Yes,YES,1533449793,UNCLEAR,There is no unequivocal evidence that the attacker intentionally detonated the car.,11/27/2002,CORRECT,Erez Crossing,CORRECT,YES,200211270001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200211270001,2002-11-27.pdf (https://dl.airtable.com/3EihPkUZRNK7bmobp3Ki_2002-11-27.pdf),YES,,11/27/2002,CORRECT,Erez,,CORRECT,
116,Tel-Aviv Old Central Bus Station Massacre,1/5/2003,"Neve Sha'anan and HaGdud HaIvri streets, Near Old Central Bus Station, Tel Aviv",Tel Aviv,YES,YES,Yes,YES,189030388,YES,,1/5/2003,CORRECT,Tel Aviv,CORRECT,YES,200301050001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200301050001,2003-01-05.pdf (https://dl.airtable.com/uFuuYtwkQmu25M9Ut799_2003-01-05.pdf),YES,,1/5/2003,CORRECT,Tel Aviv,,CORRECT,
237,Boat Bomb off Gaza Coast,1/17/2003,"At Sea, West of Dugit, Gaza Strip",Dugit,YES,YES,Yes,YES,-2071951000,YES,,1/17/2003,CORRECT,Gaza City,INCORRECT,YES,200301170002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200301170002,2003-01-17.pdf (https://dl.airtable.com/lKbtiFlHQRWbayAW428w_2003-01-17.pdf),YES,,1/17/2003,CORRECT,Dugit; The attack occurred 2.5 miles off the coast of Dugit,checked,CORRECT,
327,"Attack on Al-Qarrarah Checkpoint, Gaza Strip",2/9/2003,"Al-Qarrarah Checkpoint, Gaza Strip",Gaza Strip,YES,YES,Yes,NO,,,,,,,,YES,200302090001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200302090001,2003-02-09.pdf (https://dl.airtable.com/IPHusPtdQr6H0nLkr57S_2003-02-09.pdf),YES,,2/9/2003,CORRECT,Al-Qarrarah,,CORRECT,
328,Arrest of Suicide Bomber in Ramallah,2/10/2003,"Ramallah, West Bank",Ramallah,YES,ATTACK AVERTED,NO,NO,,,,,,,,YES,200302100002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200302100002,2003-02-10.pdf (https://dl.airtable.com/dqnTFSfoRQqBt39QazKA_2003-02-10.pdf),UNCLEAR,"Attacker was arrested in a hotel room in Ramallah, not in Israel.",2/10/2003,CORRECT,Ramallah,,CORRECT,
238,Gaza City Tank Bombing,2/19/2003,Gaza City,Gaza City,UNCLEAR,UNCLEAR,NO,YES,-381286087,UNCLEAR,"We could not verify this event in any non-Palestinian source. If there were a suicide bomber, he did not blow up any IDF tank.",2/19/2003,CORRECT,Gaza City,CORRECT,NOT SUICIDE,200302150001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200302150001,2003-02-15.pdf (https://dl.airtable.com/sgEZQHhiS0eKFelU9Zc1_2003-02-15.pdf),,,,,Dugit,,,"Apparently, CPOST refers to a non-suicide attack on an Israeli tank from 15 February (see GTD)"
117,Haifa Bus 37 Suicide Bombing,3/5/2003,"Bus 37, Moriah Blvd., Carmeliya Neighborhood, Haifa",Haifa,YES,YES,Yes,YES,-1134639204,YES,,3/5/2003,CORRECT,Haifa,CORRECT,YES,200303050002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200303050002,2003-03-05.pdf (https://dl.airtable.com/r38nVyRITPeBJVcH5PpQ_2003-03-05.pdf),YES,,3/5/2003,CORRECT,Haifa,,CORRECT,
329,Kiryat Arba Shooting,3/7/2003,"Kiryat Arba, West Bank",Kiryat Arba,YES,UNCLEAR,NO,NO,,,,,,,,YES,200303070003,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200303070003,2003-03-07 (kiryat arba).pdf (https://dl.airtable.com/823lcAk1QmCQ1FR0rcOy_2003-03-07%20(kiryat%20arba).pdf),UNCLEAR,"One of the attackers wore an explosive belt, but it is unclear whether the attackers really did not intend to return from the attack alive.",3/7/2003,CORRECT,Kiryat Arba,,CORRECT,
330,Nahal Negohot Shootout,3/7/2003,"Negohot, West Bank",Negohot,YES,UNCLEAR,NO,NO,,,,,,,,YES,200303070004,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200303070004,2003-03-07 (nahal negohot).pdf (https://dl.airtable.com/b7K0LNBEQnyz8TaoUPin_2003-03-07%20(nahal%20negohot).pdf),UNCLEAR,"One of the attackers wore an explosive belt, but it is unclear whether the attackers really did not intend to return from the attack alive.",3/7/2003,CORRECT,Nahal Negohot,,CORRECT,
118,Netanya London Café bombing,3/30/2003,"Café London, Independence Sq., Netanya",Netanya,YES,YES,Yes,YES,1804858929,YES,,3/30/2003,CORRECT,Natanya,CORRECT,YES,200303300001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200303300001,2003-03-30.pdf (https://dl.airtable.com/hmhwrVRTCuzzDK8anFBg_2003-03-30.pdf),YES,,3/30/2003,CORRECT,Netanya,,CORRECT,
358,"Karni Krossing Attack, Gaza Strip",4/15/2003,"Karni Crossing, Gaza Strip",Karni Crossing,YES,PROBABLY,Yes,NO,,,,,,,,NOT SUICIDE,200304150002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200304150002,2003-04-15.pdf (https://dl.airtable.com/tL0oR0SSKKnU7XXmmw8r_2003-04-15.pdf),,,,,Karni Crossing,,,
119,Kfar Sava Train Station Bombing,4/24/2003,"Train Station, Kfar Sava",Kfar Sava,YES,YES,Yes,YES,-1664216508,YES,,4/24/2003,CORRECT,Kefar Saba,CORRECT,YES,200304240001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200304240001,2003-04-24.pdf (https://dl.airtable.com/6ivhmKv3ROmLNZ1eoZqT_2003-04-24.pdf),YES,,4/24/2003,CORRECT,Kefar Sava,,CORRECT,
120,Tel Aviv Promenade Mike's Place Pub Suicide Bombing,4/30/2003,"Mike's Place Pub, Promenade, Tel Aviv",Tel Aviv,YES,YES,Yes,YES,-1959405015,YES,,5/1/2003,INCORRECT,Tel Aviv,CORRECT,YES,200304300001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200304300001,2003-04-30.pdf (https://dl.airtable.com/eFICRaWYRaOFmbWiIeug_2003-04-30.pdf),YES,,4/30/2003,CORRECT,Tel Aviv,,CORRECT,In CPOST: date coded 1 May
239,"Kfar Darom IDF Outpost Attack, Gaza Strip",5/8/2003,"Near IDF Tank, IDF Outpost, Near Kfar Darom",Kfar Darom,YES,YES,Yes,YES,-362618900,YES,,5/8/2003,CORRECT,Kefar Darom (S),AREA,YES,200305080004,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200305080004,2003-05-08.pdf (https://dl.airtable.com/YztX6YCTE2MPuzmNYHAN_2003-05-08.pdf),YES,,5/8/2003,CORRECT,Kfar Darom,checked,CORRECT,
121,Hebron Gross Square Attack,5/17/2003,"Gross square, Hebron, West Bank",Hebron,YES,YES,Yes,YES,-503264325,YES,,5/17/2003,CORRECT,Hebron (S),CORRECT,YES,200305170004,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200305170004,2003-05-17.pdf (https://dl.airtable.com/5vV8vBVRSJiau9SiRKqz_2003-05-17.pdf),YES,,5/17/2003,CORRECT,Hebron,,CORRECT,
241,Jerusalem Dahiyat al-Barid Bombing,5/18/2003,"Dahiyat al-Barid, Jerusalem",Jerusalem,NO,YES,NO,YES,614225674,EVENT DID NOT HAPPEN,We could not verify this event. Probably a duplicate of a similar event in Jerusalem in the same day.,5/18/2003,EVENT DID NOT HAPPEN,Jerusalem (West),EVENT DID NOT HAPPEN,NO,,,,,,,,,,,
240,Jerusalem Security Barrier Attack,5/18/2003,"Security Barrier, Jerusalem",Jerusalem,YES,YES,Yes,YES,-306258738,YES,,5/18/2003,CORRECT,Jerusalem (West),JERUSALEM INCORRECT,YES,200305180002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200305180002,2003-05-18 (b).pdf (https://dl.airtable.com/M4J6cxftR2GAiywZGynu_2003-05-18%20(b).pdf),YES,,5/18/2003,CORRECT,Dahiat al Barid (Israel),,CORRECT,"Might be the same event coded twice (see next event, CPOST 614225674). MALAM coded to this event and not the other one because perpetrator name matches."
